"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"18.04.2019","84,45","84,45","84,45","84,45","0,01K","-0,18%"
"17.04.2019","84,60","84,60","84,60","84,60","0,01K","0,59%"
"16.04.2019","84,10","84,10","84,10","84,10","0,00K","-0,30%"
"15.04.2019","84,35","84,35","84,35","84,35","0,00K","0,18%"
"12.04.2019","84,20","84,20","84,20","84,20","0,02K","0,06%"
"11.04.2019","84,15","82,00","82,00","82,00","0,03K","2,37%"
"10.04.2019","82,20","81,50","82,00","81,50","0,00K","1,23%"
"09.04.2019","81,20","81,20","81,20","81,20","0,01K","1,00%"
"08.04.2019","80,40","80,40","80,40","80,40","0,08K","1,97%"
"05.04.2019","78,85","78,85","78,85","78,85","0,05K","1,48%"
"04.04.2019","77,70","77,70","77,70","77,70","0,07K","-1,65%"
"03.04.2019","79,00","79,00","79,00","79,00","0,05K","-2,59%"
"02.04.2019","81,10","81,10","81,10","81,10","0,15K","-1,70%"
"01.04.2019","82,50","82,50","82,50","82,50","0,18K","-11,05%"
"29.03.2019","92,75","92,75","92,75","92,75","0,03K","-0,22%"
"28.03.2019","92,95","92,95","92,95","92,95","0,01K","-0,59%"
"27.03.2019","93,50","93,50","93,50","93,50","0,04K","0,32%"
"26.03.2019","93,20","93,20","93,20","93,20","0,02K","-0,37%"
"25.03.2019","93,55","93,55","93,55","93,55","0,02K","0,27%"
"22.03.2019","93,30","93,30","93,30","93,30","0,03K","-0,21%"
"21.03.2019","93,50","93,50","93,50","93,50","0,01K","-0,05%"
"20.03.2019","93,55","93,55","93,55","93,55","0,04K","0,11%"
"19.03.2019","93,45","93,45","93,45","93,45","0,01K","-0,37%"
"18.03.2019","93,80","93,80","93,80","93,80","0,03K","-0,05%"
"15.03.2019","93,85","93,85","93,85","93,85","0,02K","-0,79%"
"14.03.2019","94,60","94,60","94,60","94,60","0,01K","0,11%"
"13.03.2019","94,50","94,50","94,50","94,50","0,04K","-0,58%"
"12.03.2019","95,05","95,05","95,05","95,05","0,08K","0,53%"
"11.03.2019","94,55","94,55","94,55","94,55","0,01K","-1,05%"
"08.03.2019","95,55","97,00","97,00","95,60","0,10K","-2,10%"
"07.03.2019","97,60","97,25","97,25","97,25","0,09K","0,15%"
"06.03.2019","97,45","98,00","98,00","97,50","0,13K","-0,61%"
"05.03.2019","98,05","97,95","97,95","97,70","0,07K","-0,10%"
"04.03.2019","98,15","97,60","98,00","97,60","0,06K","1,19%"
"01.03.2019","97,00","97,00","97,00","97,00","0,03K","0,99%"
"28.02.2019","96,05","96,05","96,05","96,05","0,09K","1,21%"
"27.02.2019","94,90","94,90","94,90","94,90","0,09K","0,11%"
"26.02.2019","94,80","94,80","94,80","94,80","0,12K","1,17%"
"25.02.2019","93,70","93,50","93,50","93,50","0,14K","-1,42%"
"22.02.2019","95,05","95,05","95,05","95,05","0,00K","-0,16%"
"21.02.2019","95,20","95,20","95,20","95,20","-","0,00%"
"20.02.2019","95,20","95,20","95,20","95,20","0,00K","0,00%"
"19.02.2019","95,20","95,20","95,20","95,20","0,01K","0,21%"
"18.02.2019","95,00","95,00","95,00","95,00","0,04K","0,16%"
"15.02.2019","94,85","94,85","94,85","94,85","-","-0,11%"
"14.02.2019","94,95","94,95","94,95","94,95","0,01K","-0,78%"
"13.02.2019","95,70","95,70","95,70","95,70","0,01K","0,05%"
"12.02.2019","95,65","95,50","95,50","95,50","0,01K","-1,09%"
"11.02.2019","96,70","96,70","96,70","96,70","0,00K","-0,51%"
"08.02.2019","97,20","97,20","97,20","97,20","0,01K","-0,61%"
"07.02.2019","97,80","97,80","97,80","97,80","0,08K","-0,51%"
"06.02.2019","98,30","98,25","98,25","98,25","0,11K","0,00%"
"05.02.2019","98,30","98,60","98,60","98,60","0,05K","0,10%"
"04.02.2019","98,20","98,00","98,00","97,70","0,13K","-0,15%"
"01.02.2019","98,35","98,50","98,50","98,50","0,02K","-0,66%"
"31.01.2019","99,00","99,00","99,00","99,00","0,10K","-0,30%"
"30.01.2019","99,30","99,30","99,30","99,30","0,08K","0,10%"
"29.01.2019","99,20","99,00","99,10","98,70","0,06K","-0,25%"
"28.01.2019","99,45","99,45","99,45","99,45","0,07K","0,71%"
"25.01.2019","98,75","98,75","98,75","98,75","-","-0,25%"
"24.01.2019","99,00","99,00","99,00","99,00","0,01K","-0,20%"
"23.01.2019","99,20","99,20","99,20","99,20","-","0,00%"
"22.01.2019","99,20","99,20","99,20","99,20","0,01K","-0,15%"
"21.01.2019","99,35","99,35","99,35","99,35","-","-0,40%"
"18.01.2019","99,75","99,75","99,75","99,75","0,01K","-0,55%"
"17.01.2019","100,30","100,30","100,30","100,30","0,08K","0,60%"
"16.01.2019","99,70","99,70","99,70","99,70","0,01K","1,01%"
"15.01.2019","98,70","98,70","98,70","98,70","0,09K","1,39%"
"14.01.2019","97,35","97,35","97,35","97,35","0,02K","-0,71%"
"11.01.2019","98,05","98,05","98,05","98,05","0,04K","0,20%"
"10.01.2019","97,85","97,85","97,85","97,85","-","-0,25%"
"09.01.2019","98,10","98,10","98,10","98,10","0,04K","0,31%"
"08.01.2019","97,80","97,80","97,80","97,80","0,11K","-1,26%"
"07.01.2019","99,05","99,05","99,05","99,05","0,17K","-0,45%"
"04.01.2019","99,50","99,50","99,50","99,50","0,08K","-0,10%"
"03.01.2019","99,60","99,60","99,60","99,60","0,10K","-1,48%"
"02.01.2019","101,10","101,10","101,10","101,10","0,07K","-0,93%"
"31.12.2018","102,05","102,05","102,05","102,05","0,00K","0,15%"
"28.12.2018","101,90","101,90","101,90","101,90","-","0,34%"
"27.12.2018","101,55","101,55","101,55","101,55","-","0,54%"
"26.12.2018","101,00","101,00","101,00","101,00","-","0,00%"
"24.12.2018","101,00","101,00","101,00","101,00","0,01K","-0,69%"
"21.12.2018","101,70","101,70","101,70","101,70","0,02K","0,05%"
"20.12.2018","101,65","101,65","101,65","101,65","0,00K","0,05%"
"19.12.2018","101,60","101,60","101,60","101,60","0,00K","0,10%"
"18.12.2018","101,50","101,50","101,50","101,50","-","-0,34%"
"17.12.2018","101,85","102,00","102,00","101,60","0,01K","-0,44%"
"14.12.2018","102,30","102,30","102,30","102,30","0,00K","0,15%"
"13.12.2018","102,15","102,20","102,20","102,20","0,00K","0,49%"
"12.12.2018","101,65","101,65","101,65","101,65","0,01K","-0,49%"
"11.12.2018","102,15","102,15","102,15","102,15","0,08K","-0,49%"
"10.12.2018","102,65","102,65","102,65","102,65","0,00K","0,10%"
"07.12.2018","102,55","102,55","102,55","102,55","0,01K","0,00%"
"06.12.2018","102,55","102,55","102,55","102,55","0,01K","-0,10%"
"05.12.2018","102,65","102,65","102,65","102,65","0,01K","-0,19%"
"04.12.2018","102,85","102,85","102,85","102,85","0,01K","0,39%"
"03.12.2018","102,45","102,45","102,45","102,45","0,01K","0,74%"
"30.11.2018","101,70","101,70","101,70","101,70","0,01K","0,15%"
"29.11.2018","101,55","101,55","101,55","101,55","0,00K","0,00%"
"28.11.2018","101,55","101,55","101,55","101,55","0,02K","0,00%"
"27.11.2018","101,55","101,55","101,55","101,55","0,00K","0,15%"
"26.11.2018","101,40","101,40","101,40","101,40","0,01K","-0,34%"
"23.11.2018","101,75","101,75","101,75","101,75","0,01K","-0,63%"
"22.11.2018","102,40","102,40","102,40","102,40","0,01K","-0,05%"
"21.11.2018","102,45","102,45","102,45","102,45","0,00K","0,15%"
"20.11.2018","102,30","102,30","102,30","102,30","0,02K","-0,63%"
"19.11.2018","102,95","102,95","102,95","102,95","0,01K","0,44%"
"16.11.2018","102,50","102,50","102,50","102,50","0,02K","-1,58%"
"15.11.2018","104,15","104,15","104,15","104,15","0,03K","0,77%"
"14.11.2018","103,35","103,35","103,35","103,35","0,00K","-2,04%"
"13.11.2018","105,50","105,50","105,50","105,50","-","-0,33%"
"12.11.2018","105,85","105,85","105,85","105,85","0,00K","-0,05%"
"09.11.2018","105,90","105,50","105,50","105,50","0,06K","0,52%"
"08.11.2018","105,35","105,25","105,75","105,25","0,02K","-0,09%"
"07.11.2018","105,45","105,45","105,45","105,45","0,02K","1,88%"
"06.11.2018","103,50","103,50","103,50","103,50","0,02K","-0,38%"
"05.11.2018","103,90","103,90","103,90","103,90","0,01K","0,48%"
"02.11.2018","103,40","103,75","103,75","103,75","0,03K","0,53%"
"01.11.2018","102,85","104,00","104,00","103,50","0,04K","-2,23%"
"31.10.2018","105,20","105,20","105,20","105,20","0,11K","-2,14%"
"30.10.2018","107,50","107,50","107,50","107,50","0,18K","-0,46%"
"29.10.2018","108,00","108,00","108,00","108,00","0,09K","-1,50%"
"26.10.2018","109,65","109,65","109,65","109,65","0,01K","-0,09%"
"25.10.2018","109,75","109,75","109,75","109,75","0,01K","0,00%"
"24.10.2018","109,75","109,75","109,75","109,75","-","0,23%"
"23.10.2018","109,50","109,50","109,50","109,50","0,01K","-0,54%"
"22.10.2018","110,10","110,10","110,10","110,10","0,01K","0,09%"
"19.10.2018","110,00","110,00","110,00","110,00","0,00K","0,23%"
"18.10.2018","109,75","109,75","109,75","109,75","0,02K","0,55%"
"17.10.2018","109,15","109,15","109,15","109,15","0,01K","0,05%"
"16.10.2018","109,10","109,10","109,10","109,10","0,01K","-0,14%"
"15.10.2018","109,25","109,25","109,25","109,25","-","0,05%"
"12.10.2018","109,20","109,20","109,20","109,20","0,02K","0,46%"
"11.10.2018","108,70","108,70","108,70","108,70","0,04K","-1,05%"
"10.10.2018","109,85","109,85","109,85","109,85","0,02K","-0,99%"
"09.10.2018","110,95","110,95","110,95","110,95","0,03K","-1,60%"
"08.10.2018","112,75","112,75","112,75","112,75","0,02K","-0,79%"
"05.10.2018","113,65","113,65","113,65","113,65","0,01K","-0,09%"
"04.10.2018","113,75","113,75","113,75","113,75","0,03K","-0,13%"
"03.10.2018","113,90","113,90","113,90","113,90","0,09K","-0,13%"
"02.10.2018","114,05","114,05","114,05","114,05","0,06K","-0,48%"
"01.10.2018","114,60","114,00","114,00","114,00","0,01K","0,66%"
"28.09.2018","113,85","113,85","113,85","113,85","0,01K","0,13%"
"27.09.2018","113,70","113,70","113,70","113,70","0,01K","0,00%"
"26.09.2018","113,70","113,70","113,70","113,70","0,01K","0,00%"
"25.09.2018","113,70","113,70","113,70","113,70","0,02K","-0,04%"
"24.09.2018","113,75","113,75","113,75","113,75","0,01K","0,26%"
"21.09.2018","113,45","113,45","113,45","113,45","-","0,27%"
"20.09.2018","113,15","113,15","113,15","113,15","0,00K","-1,18%"
"19.09.2018","114,50","114,50","114,50","114,50","0,01K","0,31%"
"18.09.2018","114,15","114,15","114,15","114,15","0,02K","-0,39%"
"17.09.2018","114,60","114,60","114,60","114,60","0,00K","-0,69%"
"14.09.2018","115,40","115,40","115,40","115,40","0,03K","0,09%"
"13.09.2018","115,30","115,30","115,30","115,30","0,02K","0,22%"
"12.09.2018","115,05","115,05","115,05","115,05","0,01K","-0,52%"
"11.09.2018","115,65","115,65","115,65","115,65","0,02K","0,30%"
"10.09.2018","115,30","115,00","115,25","115,00","0,06K","0,65%"
"07.09.2018","114,55","114,75","114,75","114,75","0,01K","-0,22%"
"06.09.2018","114,80","114,80","114,80","114,80","0,01K","0,00%"
"05.09.2018","114,80","114,90","115,00","114,90","0,06K","-0,48%"
"04.09.2018","115,35","115,35","115,35","115,35","0,12K","-0,77%"
"03.09.2018","116,25","116,25","116,25","116,25","0,03K","-1,48%"
"31.08.2018","118,00","118,00","118,00","118,00","0,03K","0,43%"
"30.08.2018","117,50","117,50","117,50","117,50","0,08K","-0,13%"
"29.08.2018","117,65","117,65","117,65","117,65","0,02K","0,13%"
"28.08.2018","117,50","117,50","117,50","117,50","0,01K","-1,18%"
"27.08.2018","118,90","118,90","118,90","118,90","-","0,85%"
"24.08.2018","117,90","117,90","117,90","117,90","0,03K","0,64%"
"23.08.2018","117,15","117,15","117,15","117,15","0,01K","-0,30%"
"22.08.2018","117,50","117,50","117,50","117,50","0,00K","-0,04%"
"21.08.2018","117,55","117,55","117,55","117,55","0,01K","-0,08%"
"20.08.2018","117,65","117,65","117,65","117,65","0,01K","-0,30%"
"17.08.2018","118,00","118,00","118,00","118,00","0,01K","-0,08%"
"16.08.2018","118,10","118,10","118,10","118,10","0,03K","-0,04%"
"15.08.2018","118,15","118,15","118,15","118,15","0,00K","-0,21%"
"14.08.2018","118,40","118,40","118,40","118,40","0,05K","0,77%"
"13.08.2018","117,50","117,50","117,50","117,50","-","0,73%"
"10.08.2018","116,65","116,65","116,65","116,65","0,01K","0,30%"
"09.08.2018","116,30","116,30","116,30","116,30","0,10K","0,35%"
"08.08.2018","115,90","116,00","116,00","116,00","0,08K","-0,09%"
"07.08.2018","116,00","116,00","116,00","116,00","0,01K","-0,68%"
"06.08.2018","116,80","116,50","116,50","116,50","0,03K","-0,55%"
"03.08.2018","117,45","117,50","117,50","117,50","0,00K","0,09%"
"02.08.2018","117,35","117,35","117,35","117,35","0,02K","-0,38%"
"01.08.2018","117,80","118,10","118,10","118,10","0,03K","0,21%"
"31.07.2018","117,55","116,00","116,00","116,00","0,04K","1,73%"
"30.07.2018","115,55","115,20","115,20","115,20","0,15K","-3,63%"
"27.07.2018","119,90","119,90","119,90","119,90","0,01K","0,00%"
"26.07.2018","119,90","119,90","119,90","119,90","-","0,00%"
"25.07.2018","119,90","119,90","119,90","119,90","0,01K","0,50%"
"24.07.2018","119,30","119,30","119,30","119,30","0,01K","0,55%"
"23.07.2018","118,65","118,65","118,65","118,65","0,01K","0,81%"
"20.07.2018","117,70","117,70","117,70","117,70","0,02K","-1,34%"
"19.07.2018","119,30","119,30","119,30","119,30","0,00K","-0,25%"
"18.07.2018","119,60","119,60","119,60","119,60","0,01K","0,76%"
"17.07.2018","118,70","118,70","118,70","118,70","0,06K","0,38%"
"16.07.2018","118,25","118,25","118,25","118,25","0,02K","0,47%"
"13.07.2018","117,70","117,70","117,70","117,70","0,02K","-0,30%"
"12.07.2018","118,05","118,05","118,05","118,05","0,03K","0,13%"
"11.07.2018","117,90","117,90","117,90","117,90","0,04K","0,38%"
"10.07.2018","117,45","117,45","117,45","117,45","0,02K","1,16%"
"09.07.2018","116,10","116,10","116,10","116,10","0,01K","0,00%"
"06.07.2018","116,10","116,10","116,10","116,10","0,01K","-0,43%"
"05.07.2018","116,60","116,20","116,20","116,20","0,16K","0,09%"
"04.07.2018","116,50","116,50","116,50","116,50","0,15K","1,00%"
"03.07.2018","115,35","116,00","116,00","116,00","0,11K","0,30%"
"02.07.2018","115,00","115,70","115,70","115,70","0,04K","0,52%"
"29.06.2018","114,40","114,40","114,40","114,40","0,02K","0,00%"
"28.06.2018","114,40","114,40","114,40","114,40","-","0,00%"
"27.06.2018","114,40","114,40","114,40","114,40","0,00K","-0,31%"
"26.06.2018","114,75","114,75","114,75","114,75","-","0,22%"
"25.06.2018","114,50","114,50","114,50","114,50","0,01K","0,39%"
"22.06.2018","114,05","114,05","114,05","114,05","0,02K","0,04%"
"21.06.2018","114,00","114,00","114,00","114,00","0,01K","-0,39%"
"20.06.2018","114,45","114,45","114,45","114,45","0,04K","-0,78%"
"19.06.2018","115,35","115,35","115,35","115,35","0,03K","-0,47%"
"18.06.2018","115,90","115,90","115,90","115,90","0,03K","0,78%"
"15.06.2018","115,00","115,00","115,00","115,00","0,01K","-0,43%"
"14.06.2018","115,50","116,00","116,00","116,00","0,00K","-0,43%"
"13.06.2018","116,00","116,00","116,00","116,00","0,01K","0,39%"
"12.06.2018","115,55","115,55","115,55","115,55","0,01K","1,05%"
"11.06.2018","114,35","114,35","114,35","114,35","0,14K","0,44%"
"08.06.2018","113,85","113,85","113,85","113,85","0,01K","-0,22%"
"07.06.2018","114,10","114,10","114,10","114,10","0,03K","1,15%"
"06.06.2018","112,80","112,80","112,80","112,80","0,01K","-0,18%"
"05.06.2018","113,00","112,50","113,00","112,50","0,03K","-0,26%"
"04.06.2018","113,30","112,85","114,00","112,85","0,12K","2,03%"
"01.06.2018","111,05","112,00","112,50","112,00","0,01K","0,82%"
"31.05.2018","110,15","109,00","110,50","109,00","0,07K","1,38%"
"30.05.2018","108,65","106,65","108,75","106,65","0,05K","1,68%"
"29.05.2018","106,85","106,75","107,00","106,75","0,02K","-0,47%"
"28.05.2018","107,35","107,35","107,35","107,35","-","1,80%"
"25.05.2018","105,45","105,45","105,45","105,45","0,00K","0,72%"
"24.05.2018","104,70","104,70","104,70","104,70","0,01K","-0,05%"
"23.05.2018","104,75","104,75","104,75","104,75","0,06K","-0,43%"
"22.05.2018","105,20","105,20","105,20","105,20","0,02K","0,57%"
"21.05.2018","104,60","104,60","104,60","104,60","0,01K","0,24%"
"18.05.2018","104,35","104,35","104,35","104,35","0,03K","0,19%"
"17.05.2018","104,15","104,15","104,15","104,15","0,01K","-0,43%"
"16.05.2018","104,60","104,60","104,60","104,60","0,03K","0,34%"
"15.05.2018","104,25","104,25","104,25","104,25","0,01K","1,71%"
"14.05.2018","102,50","102,50","102,50","102,50","0,04K","0,74%"
"11.05.2018","101,75","101,75","101,75","101,75","0,01K","0,25%"
"10.05.2018","101,50","101,50","101,50","101,50","0,03K","0,79%"
"09.05.2018","100,70","100,70","100,70","100,70","0,06K","-0,30%"
"08.05.2018","101,00","101,00","101,00","101,00","0,03K","0,45%"
"07.05.2018","100,55","100,55","100,55","100,55","-","0,00%"
"04.05.2018","100,55","100,55","100,55","100,55","0,01K","0,45%"
"03.05.2018","100,10","100,10","100,10","100,10","0,03K","-0,89%"
"02.05.2018","101,00","101,00","101,00","101,00","0,18K","-1,03%"
"01.05.2018","102,05","101,45","101,45","101,30","0,06K","2,67%"
"30.04.2018","99,40","99,40","99,40","99,40","0,07K","6,14%"
"27.04.2018","93,65","93,65","93,65","93,65","0,01K","0,16%"
"26.04.2018","93,50","93,50","93,50","93,50","0,03K","0,05%"
"25.04.2018","93,45","93,45","93,45","93,45","0,01K","0,21%"
"24.04.2018","93,25","93,25","93,25","93,25","0,02K","-0,11%"
"23.04.2018","93,35","93,30","93,30","93,30","0,02K","-0,11%"
"20.04.2018","93,45","93,45","93,45","93,45","0,02K","-0,32%"
"19.04.2018","93,75","93,75","93,75","93,75","0,04K","1,19%"
"18.04.2018","92,65","92,65","92,65","92,65","0,09K","0,65%"
"17.04.2018","92,05","92,70","92,70","92,70","0,10K","-1,02%"
"16.04.2018","93,00","93,00","93,00","93,00","0,03K","-0,43%"
"13.04.2018","93,40","93,40","93,40","93,40","0,17K","-0,27%"
"12.04.2018","93,65","93,65","93,65","93,65","0,03K","0,00%"
"11.04.2018","93,65","93,65","93,65","93,65","0,06K","0,16%"
"10.04.2018","93,50","93,50","93,50","93,50","0,05K","-0,74%"
"09.04.2018","94,20","94,20","94,20","94,20","0,06K","0,32%"
"06.04.2018","93,90","93,90","93,90","93,90","0,05K","-0,27%"
"05.04.2018","94,15","94,15","94,15","94,15","0,15K","0,64%"
"04.04.2018","93,55","93,55","93,55","93,55","0,25K","1,68%"
"03.04.2018","92,00","93,40","93,40","93,25","0,11K","-0,27%"
"02.04.2018","92,25","92,25","92,25","92,25","-","-4,30%"
"29.03.2018","96,40","96,40","96,40","96,40","0,02K","-0,26%"
"28.03.2018","96,65","96,65","96,65","96,65","0,01K","-0,26%"
"27.03.2018","96,90","96,90","96,90","96,90","0,01K","0,31%"
"26.03.2018","96,60","96,60","96,60","96,60","0,01K","-0,16%"
"23.03.2018","96,75","96,75","96,75","96,75","0,03K","0,05%"
"22.03.2018","96,70","96,90","96,90","96,90","0,01K","-0,46%"
"21.03.2018","97,15","97,15","97,15","97,15","0,01K","-0,21%"
"20.03.2018","97,35","97,35","97,35","97,35","0,03K","0,62%"
"19.03.2018","96,75","96,75","96,75","96,75","0,02K","-0,41%"
"16.03.2018","97,15","97,15","97,15","97,15","0,02K","-0,72%"
"15.03.2018","97,85","97,85","97,85","97,85","0,07K","0,15%"
"14.03.2018","97,70","97,00","97,00","97,00","0,01K","-0,31%"
"13.03.2018","98,00","98,00","98,05","97,90","0,05K","0,00%"
"12.03.2018","98,00","99,00","99,00","98,25","0,02K","-1,41%"
"09.03.2018","99,40","99,40","99,40","99,40","0,01K","-0,55%"
"08.03.2018","99,95","100,00","100,00","100,00","0,02K","0,20%"
"07.03.2018","99,75","101,00","101,00","100,00","0,02K","-1,72%"
"06.03.2018","101,50","101,50","101,50","101,50","0,03K","-0,49%"
"05.03.2018","102,00","102,00","102,00","102,00","0,02K","-0,87%"
"02.03.2018","102,90","103,00","103,00","103,00","0,03K","0,00%"
"01.03.2018","102,90","102,90","102,90","102,90","0,01K","-1,29%"
"28.02.2018","104,25","103,90","104,00","103,75","0,03K","-0,05%"
"27.02.2018","104,30","103,50","104,00","103,50","0,03K","-0,29%"
"26.02.2018","104,60","107,15","107,15","105,00","0,05K","-0,48%"
"23.02.2018","105,10","105,10","105,10","105,10","0,01K","-0,52%"
"22.02.2018","105,65","105,65","105,65","105,65","0,02K","0,09%"
"21.02.2018","105,55","105,55","105,55","105,55","0,01K","0,29%"
"20.02.2018","105,25","105,25","105,25","105,25","0,01K","-0,05%"
"19.02.2018","105,30","105,30","105,30","105,30","0,01K","0,57%"
"16.02.2018","104,70","104,70","104,70","104,70","0,00K","0,53%"
"15.02.2018","104,15","104,15","104,15","104,15","0,02K","-0,24%"
"14.02.2018","104,40","104,40","104,40","104,40","0,03K","1,70%"
"13.02.2018","102,65","102,65","102,65","102,65","0,10K","0,98%"
"12.02.2018","101,65","101,65","101,65","101,65","0,01K","0,49%"
"09.02.2018","101,15","101,15","101,15","101,15","0,02K","0,25%"
"08.02.2018","100,90","100,90","100,90","100,90","0,07K","-1,80%"
"07.02.2018","102,75","102,75","102,75","102,75","0,10K","-1,20%"
"06.02.2018","104,00","104,40","104,40","104,40","0,02K","-0,53%"
"05.02.2018","104,55","104,55","104,55","104,55","0,01K","-0,19%"
"02.02.2018","104,75","104,75","104,75","104,75","0,01K","0,34%"
"01.02.2018","104,40","104,40","104,40","104,40","0,03K","0,05%"
"31.01.2018","104,35","104,35","104,35","104,35","0,07K","-2,61%"
"30.01.2018","107,15","108,50","108,50","107,75","0,02K","-1,70%"
"29.01.2018","109,00","109,00","109,65","109,00","0,05K","2,35%"
"26.01.2018","106,50","106,50","106,50","106,50","0,00K","0,00%"
"25.01.2018","106,50","106,50","106,50","106,50","0,01K","-0,42%"
"24.01.2018","106,95","106,95","106,95","106,95","0,01K","0,42%"
"23.01.2018","106,50","106,50","106,50","106,50","0,01K","0,00%"
"22.01.2018","106,50","106,50","106,50","106,50","0,03K","-0,23%"
"19.01.2018","106,75","106,75","106,75","106,75","0,03K","0,00%"
"18.01.2018","106,75","106,75","106,75","106,75","0,01K","0,19%"
"17.01.2018","106,55","106,55","106,55","106,55","0,01K","0,09%"
"16.01.2018","106,45","107,00","107,05","106,55","0,08K","0,05%"
"15.01.2018","106,40","106,40","106,40","106,40","0,02K","0,52%"
"12.01.2018","105,85","105,85","105,85","105,85","0,00K","-0,24%"
"11.01.2018","106,10","106,10","106,10","106,10","0,03K","-0,42%"
"10.01.2018","106,55","106,55","106,55","106,55","0,02K","-0,42%"
"09.01.2018","107,00","107,00","107,00","107,00","0,04K","0,23%"
"08.01.2018","106,75","105,90","107,00","105,90","0,08K","1,38%"
"05.01.2018","105,30","105,25","105,50","105,00","0,15K","0,33%"
"04.01.2018","104,95","105,00","105,00","105,00","0,05K","1,11%"
"03.01.2018","103,80","103,80","103,80","103,80","-","1,12%"
"02.01.2018","102,65","102,65","102,65","102,65","0,01K","1,84%"
"29.12.2017","100,80","100,80","100,80","100,80","-","-0,40%"
"28.12.2017","101,20","101,20","101,20","101,20","0,01K","1,00%"
"27.12.2017","100,20","100,20","100,20","100,20","-","0,00%"
"26.12.2017","100,20","100,20","100,20","100,20","-","0,00%"
"22.12.2017","100,20","100,20","100,20","100,20","0,01K","0,00%"
"21.12.2017","100,20","100,20","100,20","100,20","0,01K","-0,05%"
"20.12.2017","100,25","100,25","100,25","100,25","0,01K","-0,05%"
"19.12.2017","100,30","100,30","100,30","100,30","0,01K","0,15%"
"18.12.2017","100,15","100,15","100,15","100,15","0,02K","0,15%"
"15.12.2017","100,00","100,00","100,00","100,00","0,04K","0,30%"
"14.12.2017","99,70","99,70","99,70","99,70","0,04K","0,05%"
"13.12.2017","99,65","99,65","99,65","99,65","0,03K","1,01%"
"12.12.2017","98,65","98,65","98,65","98,65","0,02K","0,61%"
"11.12.2017","98,05","98,05","98,05","98,05","0,01K","0,51%"
"08.12.2017","97,55","97,55","97,55","97,55","0,02K","0,31%"
"07.12.2017","97,25","97,25","97,25","97,25","0,01K","0,15%"
"06.12.2017","97,10","97,10","97,10","97,10","0,03K","0,57%"
"05.12.2017","96,55","96,55","96,55","96,55","0,00K","-0,77%"
"04.12.2017","97,30","97,70","97,70","97,70","0,01K","0,36%"
"01.12.2017","96,95","96,95","96,95","96,95","0,01K","0,15%"
"30.11.2017","96,80","96,80","96,80","96,80","0,01K","0,00%"
"29.11.2017","96,80","97,00","97,00","97,00","0,01K","0,41%"
"28.11.2017","96,40","96,00","97,00","96,00","0,04K","1,42%"
"27.11.2017","95,05","95,05","95,05","95,05","0,01K","-1,55%"
"24.11.2017","96,55","96,55","96,55","96,55","0,03K","0,47%"
"23.11.2017","96,10","96,10","96,10","96,10","0,04K","-0,10%"
"22.11.2017","96,20","96,20","96,20","96,20","0,00K","0,31%"
"21.11.2017","95,90","95,90","95,90","95,90","0,02K","-0,36%"
"20.11.2017","96,25","96,25","96,25","96,25","0,02K","-0,31%"
"17.11.2017","96,55","96,55","96,55","96,55","0,01K","-0,21%"
"16.11.2017","96,75","96,75","96,75","96,75","0,02K","-0,82%"
"15.11.2017","97,55","97,55","97,55","97,55","0,01K","-0,05%"
"14.11.2017","97,60","97,60","97,60","97,60","0,01K","-0,20%"
"13.11.2017","97,80","97,80","97,80","97,80","0,01K","0,15%"
"10.11.2017","97,65","97,65","97,65","97,65","0,01K","-0,05%"
"09.11.2017","97,70","97,70","97,70","97,70","0,01K","-0,31%"
"08.11.2017","98,00","98,00","98,00","98,00","0,04K","-0,51%"
"07.11.2017","98,50","98,50","98,50","98,50","0,03K","-0,25%"
"06.11.2017","98,75","98,75","98,75","98,75","0,01K","-0,25%"
"03.11.2017","99,00","99,00","99,00","99,00","0,01K","-1,20%"
"02.11.2017","100,20","100,20","100,20","100,20","0,01K","0,20%"
"01.11.2017","100,00","100,00","100,00","100,00","0,06K","0,10%"
"31.10.2017","99,90","99,90","99,90","99,90","0,09K","0,50%"
"30.10.2017","99,40","98,75","99,50","98,75","0,08K","2,00%"
"27.10.2017","97,45","97,45","97,45","97,45","0,01K","0,36%"
"26.10.2017","97,10","97,10","97,10","97,10","0,02K","-0,05%"
"25.10.2017","97,15","97,15","97,15","97,15","0,02K","-0,05%"
"24.10.2017","97,20","97,20","97,20","97,20","0,04K","0,67%"
"23.10.2017","96,55","96,50","96,50","96,50","0,00K","-0,62%"
"20.10.2017","97,15","97,15","97,15","97,15","0,04K","0,41%"
"19.10.2017","96,75","96,75","96,75","96,75","0,03K","-0,36%"
"18.10.2017","97,10","97,10","97,10","97,10","0,02K","0,99%"
"17.10.2017","96,15","96,15","96,15","96,15","0,01K","0,00%"
"16.10.2017","96,15","96,15","96,15","96,15","0,07K","0,42%"
"13.10.2017","95,75","95,75","95,75","95,75","0,02K","0,63%"
"12.10.2017","95,15","95,15","95,15","95,15","0,05K","-0,94%"
"11.10.2017","96,05","96,05","96,05","96,05","0,05K","0,73%"
"10.10.2017","95,35","95,35","95,35","95,35","0,03K","-1,35%"
"09.10.2017","96,65","96,65","96,65","96,65","0,02K","-0,72%"
"06.10.2017","97,35","97,35","97,35","97,35","0,04K","-1,32%"
